ticker,decision,bias,latest_signal,close,bar_time,upper_band,lower_band,middle_band,distance_to_upper_pct,distance_to_lower_pct,notes
KRKNF,NO_TRADE,NEUTRAL,NO_SIGNAL,6.889999866485596,2026-03-13T00:00:00,7.291873616658934,5.1822406923795,6.237057154519217,0.058327105654694844,0.24786055256880263,"no validated setup on latest close, trend aligned, adx confirmed, candle not overextended"
